id,voted16,trump16,clinton16,voted12,obama12,romney12,democrat,republican,liberal,conservative,age,female,white,black,hispanic,asian,income100,church,south,apprentice,homealone2
622,0,0,0,1,1,0,0,0,0,0,47,1,1,0,0,0,0,0,1,0,0
623,1,0,0,0,0,0,1,0,1,0,56,1,1,0,0,0,0,0,0,0,1
624,1,0,1,1,1,0,1,0,1,0,75,1,1,0,0,0,0,0,1,0,1
625,1,0,1,1,0,0,0,1,1,0,59,1,1,0,0,0,0,0,1,0,0
626,1,0,1,1,1,0,1,0,0,0,48,1,1,0,0,0,0,0,0,0,0
627,0,0,0,1,1,0,1,0,1,0,67,1,1,0,0,0,0,0,0,0,0
628,1,0,0,1,0,1,0,0,0,1,35,1,0,0,0,0,0,0,0,0,0
629,1,0,1,1,1,0,1,0,1,0,66,0,1,0,0,0,1,0,1,1,1
630,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0
631,1,0,1,0,0,0,1,0,1,0,23,1,1,0,0,0,0,0,0,0,0
632,0,0,0,1,1,0,1,0,1,0,50,1,1,0,0,0,1,1,0,0,1
633,1,0,1,1,1,0,1,0,1,0,62,0,1,0,0,0,0,0,1,1,0
634,0,0,0,1,1,0,1,0,0,1,34,0,1,0,0,0,0,1,0,0,0
635,1,0,1,1,0,0,1,0,0,0,83,1,1,0,0,0,0,0,1,0,1
636,1,1,0,1,0,0,0,1,0,1,46,1,1,0,0,0,0,1,1,0,0
637,1,1,0,1,0,1,0,0,0,0,58,0,1,0,0,0,0,0,1,0,1
638,1,0,0,1,0,0,0,0,0,1,45,0,1,0,0,0,0,1,1,1,0
639,0,0,0,1,0,1,0,0,0,1,49,1,1,0,0,0,1,1,1,1,1
640,0,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0
641,1,1,0,1,0,1,0,1,0,1,50,0,1,0,0,0,0,1,1,0,0
642,0,0,0,0,0,0,0,1,0,1,67,0,0,0,1,0,0,0,1,0,0
643,0,0,0,1,1,0,1,0,0,0,35,0,1,0,0,0,0,1,0,0,1
644,1,0,1,1,1,0,0,0,0,0,39,1,0,0,1,0,0,0,1,0,1
645,1,0,1,1,1,0,1,0,1,0,61,0,1,0,0,0,0,0,0,1,0
646,1,0,1,1,1,0,1,0,1,0,33,1,1,0,0,0,0,0,0,0,1
647,0,0,0,1,0,1,0,0,0,0,54,1,0,0,0,1,0,0,1,0,0
648,1,0,1,1,1,0,0,0,0,0,77,1,1,0,0,0,0,0,0,0,1
649,1,0,1,1,1,0,1,0,1,0,45,1,1,0,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0,0,0,1,60,0,0,0,1,0,0,0,0,0,1
651,1,0,1,1,0,1,0,0,0,0,47,1,1,0,0,0,0,0,0,0,1
652,1,0,1,1,1,0,1,0,0,0,36,1,0,0,1,0,0,0,1,0,0
653,1,1,0,1,0,1,0,1,0,1,53,0,1,0,0,0,0,0,0,0,1
654,1,0,1,1,1,0,0,0,0,1,53,1,0,0,0,0,0,1,0,0,1
655,0,0,0,1,1,0,0,1,0,0,33,1,1,0,0,0,0,0,0,0,1
656,0,0,0,0,0,0,0,0,0,0,58,1,1,0,0,0,0,0,1,0,0
657,1,0,1,1,0,0,1,0,1,0,47,0,1,0,0,0,0,0,1,0,1
658,0,0,0,1,1,0,1,0,1,0,35,0,1,0,0,0,0,0,0,0,1
659,1,0,1,1,1,0,1,0,0,0,64,1,1,0,0,0,1,0,0,0,1
660,0,0,0,1,1,0,0,0,0,1,42,0,1,0,0,0,0,1,0,1,1
661,1,0,0,0,0,0,1,0,1,0,68,0,0,1,0,0,0,0,1,0,0
662,1,1,0,1,0,1,0,1,0,1,51,0,1,0,0,0,0,0,0,0,0
663,0,0,0,1,1,0,1,0,1,0,27,0,0,0,0,1,0,0,0,0,1
664,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,1,0,0,0,1,0
665,0,0,0,1,0,1,0,1,0,1,30,1,0,0,0,1,0,1,1,0,1
666,1,0,1,1,1,0,1,0,1,0,35,1,1,0,0,0,0,0,0,0,0
667,0,0,0,1,1,0,0,0,1,0,35,0,1,0,0,0,0,0,1,1,1
668,0,0,0,0,0,0,0,0,1,0,20,1,0,0,0,1,0,0,1,0,1
669,1,1,0,0,0,0,0,1,0,1,58,1,1,0,0,0,0,0,1,0,0
670,1,0,0,1,0,0,0,1,1,0,35,1,0,1,0,0,0,0,1,0,1
671,0,0,0,1,1,0,0,0,0,1,25,1,0,1,0,0,0,0,1,0,0
672,1,1,0,1,0,1,0,1,0,1,77,1,1,0,0,0,0,0,0,0,0
673,1,0,1,1,1,0,0,0,1,0,42,0,1,0,0,0,0,0,1,1,0
674,1,1,0,1,0,1,0,1,0,1,54,1,1,0,0,0,1,0,1,0,1
675,1,1,0,1,0,1,0,1,0,0,35,0,1,0,0,0,0,0,1,1,0
676,0,0,0,0,0,0,0,0,0,1,31,0,1,0,0,0,1,1,0,1,1
677,1,1,0,1,1,0,0,0,1,0,57,1,1,0,0,0,0,0,0,0,1
678,1,1,0,1,0,1,0,1,0,1,58,0,1,0,0,0,0,0,0,0,1
679,0,0,0,1,1,0,0,0,1,0,63,0,1,0,0,0,1,0,0,0,0
680,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
681,1,0,1,1,1,0,1,0,1,0,64,1,1,0,0,0,0,0,1,0,1
682,0,0,0,1,1,0,0,0,0,0,68,0,1,0,0,0,0,0,1,0,1
683,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,1,1,1
684,0,0,0,0,0,0,0,0,0,0,27,1,0,1,0,0,0,0,1,0,1
685,1,1,0,1,0,1,0,1,0,1,41,1,1,0,0,0,0,1,0,0,1
686,1,0,1,1,1,0,1,0,0,1,45,1,1,0,0,0,0,0,1,0,1
687,1,1,0,1,0,1,0,0,0,1,72,1,1,0,0,0,0,1,1,0,1
688,0,0,0,1,1,0,1,0,0,0,48,1,0,0,1,0,0,0,0,1,1
689,0,0,0,0,0,0,1,0,0,0,36,0,1,0,0,0,0,0,0,0,0
690,0,0,0,1,0,1,0,0,0,1,53,0,1,0,0,0,0,0,1,0,1
691,0,0,0,1,1,0,1,0,1,0,74,1,1,0,0,0,0,0,0,0,0
692,1,0,1,1,1,0,1,0,1,0,60,1,1,0,0,0,0,0,0,0,1
693,0,0,0,1,1,0,0,0,1,0,60,1,1,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,0,0,0,1,61,0,1,0,0,0,0,1,1,1,0
695,1,1,0,1,0,1,0,1,0,1,39,1,1,0,0,0,0,1,0,0,1
696,0,0,0,1,1,0,0,0,0,0,32,1,1,0,0,0,0,0,0,0,0
697,0,0,0,0,0,0,0,1,0,1,53,1,1,0,0,0,0,0,1,0,1
698,1,0,1,1,1,0,1,0,1,0,75,0,1,0,0,0,0,0,0,0,0
699,0,0,0,1,1,0,1,0,0,0,65,0,1,0,0,0,0,1,0,0,0
700,0,0,0,1,0,1,0,1,0,1,68,1,1,0,0,0,0,1,1,0,1
701,1,0,0,1,0,0,0,0,1,0,58,0,1,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0,0,0,61,1,1,0,0,0,0,1,1,1,1
703,1,0,1,1,0,1,0,0,0,0,50,1,1,0,0,0,0,1,0,0,0
704,0,0,0,0,0,0,1,0,1,0,36,0,0,0,0,1,0,0,1,0,1
705,0,0,0,1,1,0,1,0,0,1,34,0,0,0,1,0,0,1,1,1,1
706,0,0,0,1,1,0,0,0,0,0,26,1,1,0,0,0,0,0,1,1,1
707,1,0,1,1,1,0,1,0,1,0,68,0,1,0,0,0,0,0,0,1,1
708,1,0,1,1,1,0,0,0,0,0,63,0,1,0,0,0,0,0,1,0,1
709,1,1,0,1,0,1,0,1,0,1,58,1,1,0,0,0,1,0,0,0,0
710,1,0,1,1,1,0,0,0,1,0,55,1,1,0,0,0,1,0,0,1,1
711,0,0,0,1,1,0,1,0,1,0,46,0,0,0,0,1,1,0,0,1,1
712,1,1,0,1,0,1,0,1,0,0,66,1,1,0,0,0,0,1,1,0,0
713,1,0,1,1,1,0,1,0,0,0,37,1,0,0,0,1,0,0,1,0,0
714,1,0,1,1,1,0,1,0,1,0,69,1,1,0,0,0,0,0,0,0,1
715,0,0,0,0,0,0,1,0,1,0,19,1,0,1,0,0,0,0,0,0,1
716,1,0,1,1,1,0,0,0,0,0,46,1,0,0,1,0,1,0,1,0,1
717,1,0,1,1,1,0,1,0,0,0,61,1,0,1,0,0,0,1,1,0,1
718,0,0,0,1,1,0,1,0,1,0,25,1,0,0,0,0,0,0,1,0,1
719,1,0,1,1,1,0,1,0,1,0,63,1,1,0,0,0,0,0,1,1,0
720,0,0,0,1,1,0,0,1,0,0,68,1,1,0,0,0,0,0,0,1,0
721,0,0,0,1,1,0,1,0,1,0,35,1,0,0,0,0,0,0,1,0,1
722,1,0,0,1,1,0,1,0,1,0,71,0,0,1,0,0,0,0,0,0,0
723,1,1,0,0,0,0,0,1,0,1,18,1,1,0,0,0,0,0,1,0,1
724,1,1,0,1,0,1,0,1,0,1,75,1,1,0,0,0,1,0,0,0,1
725,1,1,0,1,1,0,1,0,0,0,50,0,1,0,0,0,0,0,0,0,0
726,1,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1
727,0,0,0,1,0,1,0,1,0,1,60,0,1,0,0,0,0,0,1,0,1
728,0,0,0,1,1,0,1,0,1,0,74,0,0,1,0,0,0,1,0,0,1
729,1,1,0,1,1,0,0,0,0,0,55,1,0,1,0,0,0,0,0,0,1
730,1,0,1,1,1,0,1,0,1,0,34,0,1,0,0,0,0,0,1,1,0
731,0,0,0,1,0,1,0,0,0,1,75,0,1,0,0,0,1,0,0,0,0
732,0,0,0,0,0,0,0,0,0,1,31,0,1,0,0,0,0,0,0,1,0
733,1,1,0,1,0,1,0,1,0,1,53,0,1,0,0,0,1,0,0,0,0
734,1,1,0,1,0,1,0,0,0,1,64,1,0,0,0,0,0,0,1,0,0
735,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0
736,1,1,0,1,0,1,0,1,0,0,55,1,1,0,0,0,0,0,1,0,0
737,1,1,0,1,1,0,0,1,0,1,36,1,1,0,0,0,0,0,0,0,1
738,1,0,1,1,1,0,1,0,1,0,70,1,0,1,0,0,0,1,0,0,1
739,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,1,1,0,1,0,1
740,0,0,0,0,0,0,1,0,0,1,39,0,0,0,1,0,0,1,0,0,1
741,1,0,1,1,1,0,0,0,1,0,57,1,1,0,0,0,0,0,0,0,1
742,1,0,1,1,1,0,0,0,1,0,30,0,1,0,0,0,0,0,1,0,1
743,1,0,1,1,1,0,1,0,1,0,37,1,1,0,0,0,0,0,1,1,1
744,0,0,0,0,0,0,0,0,0,0,42,1,1,0,0,0,0,0,1,0,1
745,0,0,0,1,0,1,0,0,0,1,42,0,1,0,0,0,0,1,0,0,1
746,0,0,0,0,0,0,1,0,0,0,24,1,0,0,1,0,0,0,0,0,1
747,0,0,0,1,1,0,0,1,0,0,36,0,0,0,1,0,0,0,1,1,0
748,1,1,0,1,0,1,0,1,0,1,88,0,1,0,0,0,0,0,0,0,0
749,1,0,1,1,1,0,1,0,1,0,47,1,0,0,0,0,0,0,0,1,1
750,1,0,1,1,1,0,1,0,1,0,43,1,1,0,0,0,0,0,0,1,0
751,0,0,0,1,0,1,0,1,0,1,45,1,0,0,0,1,1,0,0,0,0
752,0,0,0,1,0,0,0,0,0,0,42,0,1,0,0,0,0,0,1,0,0
753,1,0,1,1,1,0,1,0,1,0,22,1,1,0,0,0,0,0,0,0,1
754,1,0,0,1,1,0,1,0,1,0,25,1,0,0,1,0,1,0,0,0,1
755,1,0,0,1,0,1,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0
756,0,0,0,1,1,0,1,0,1,0,33,0,1,0,0,0,0,0,1,0,0
757,1,0,0,1,0,0,0,0,0,0,60,1,1,0,0,0,0,0,1,0,1
758,1,0,0,0,0,0,1,0,0,0,53,0,0,1,0,0,0,1,1,0,1
759,0,0,0,1,0,1,1,0,0,0,55,1,1,0,0,0,1,1,1,0,0
760,1,0,1,1,1,0,1,0,1,0,75,1,1,0,0,0,0,0,0,0,0
761,0,0,0,1,0,0,0,1,0,0,42,1,1,0,0,0,1,0,0,0,1
762,0,0,0,0,0,0,0,1,1,0,18,0,1,0,0,0,0,0,0,0,0
763,1,1,0,1,0,1,0,1,0,1,70,0,1,0,0,0,1,0,0,0,1
764,1,0,1,1,1,0,1,0,0,0,76,0,1,0,0,0,0,0,0,0,1
765,1,0,1,1,1,0,1,0,1,0,70,0,1,0,0,0,0,0,0,0,1
766,0,0,0,1,1,0,0,1,0,1,36,0,1,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,1,0,1,0,18,0,0,0,0,0,0,0,0,0,1
768,1,1,0,1,0,1,0,1,0,1,25,1,1,0,0,0,0,0,0,0,0
769,1,1,0,1,0,1,0,1,0,1,65,0,1,0,0,0,0,0,0,0,0
770,1,1,0,1,0,1,0,1,0,1,54,0,1,0,0,0,1,0,0,0,0
771,0,0,0,1,1,0,1,0,0,0,62,1,0,1,0,0,0,0,0,0,0
772,0,0,0,1,0,1,0,1,0,1,47,0,1,0,0,0,0,0,0,0,1
773,1,1,0,1,0,1,0,1,0,1,39,0,1,0,0,0,0,1,0,0,0
774,0,0,0,1,0,0,0,0,0,1,28,0,0,0,1,0,1,0,1,0,0
775,0,0,0,0,0,0,1,0,0,1,35,0,0,1,0,0,0,0,0,0,0
776,1,0,0,1,1,0,1,0,0,0,83,1,1,0,0,0,1,1,1,0,1
777,1,0,1,1,1,0,1,0,1,0,60,1,1,0,0,0,0,0,0,0,0
778,1,1,0,0,0,0,0,0,0,0,47,1,1,0,0,0,0,0,0,0,0
779,0,0,0,1,0,1,0,1,0,1,65,1,1,0,0,0,0,0,0,0,0
780,1,1,0,1,0,1,0,0,0,0,61,0,1,0,0,0,0,0,0,0,0
781,1,0,0,1,1,0,0,0,0,1,57,1,1,0,0,0,0,0,0,0,0
782,0,0,0,1,1,0,0,0,0,0,62,0,1,0,0,0,0,0,1,0,0
783,0,0,0,1,1,0,1,0,0,0,61,0,1,0,0,0,1,0,0,0,1
784,0,0,0,0,0,0,0,0,1,0,23,1,1,0,0,0,0,0,0,1,1
785,0,0,0,0,0,0,0,0,0,1,73,1,1,0,0,0,0,0,1,1,0
786,1,1,0,1,1,0,1,0,1,0,53,1,1,0,0,0,0,0,1,0,0
787,1,0,1,1,1,0,1,0,1,0,50,1,1,0,0,0,0,0,0,0,0
788,0,0,0,1,0,1,0,1,0,1,31,0,1,0,0,0,0,1,0,0,1
789,0,0,0,1,1,0,1,0,0,1,34,1,0,1,0,0,0,1,0,0,1
790,1,1,0,1,0,1,0,1,0,1,73,1,1,0,0,0,0,1,0,0,0
791,1,1,0,1,0,1,0,1,0,1,55,0,1,0,0,0,0,0,1,1,0
792,1,1,0,1,0,0,0,1,0,1,51,1,1,0,0,0,1,0,0,0,1
793,1,1,0,1,0,1,0,1,0,1,58,1,1,0,0,0,0,0,1,0,1
794,1,1,0,1,0,1,0,1,0,1,66,1,1,0,0,0,0,0,0,1,1
795,1,0,1,1,1,0,1,0,0,1,52,1,0,1,0,0,0,1,1,0,0
796,0,0,0,0,0,0,0,1,0,0,43,0,0,0,1,0,0,0,0,0,0
797,0,0,0,1,0,1,0,1,1,0,21,0,0,0,0,0,0,1,0,1,1
798,1,0,1,1,1,0,1,0,1,0,53,1,1,0,0,0,0,0,0,0,0
799,0,0,0,1,1,0,1,0,0,1,60,0,1,0,0,0,0,0,0,1,1
800,1,0,0,1,1,0,1,0,1,0,52,0,0,0,1,0,1,0,1,0,1
801,0,0,0,1,1,0,1,0,0,1,33,0,1,0,0,0,1,1,1,0,1
802,1,0,1,1,1,0,0,0,1,0,55,1,0,0,1,0,0,0,1,0,1
803,1,0,0,1,0,1,0,1,0,0,36,1,0,0,1,0,0,0,1,0,0
804,1,0,1,1,1,0,1,0,1,0,75,1,1,0,0,0,0,0,0,0,0
805,0,0,0,1,1,0,0,0,0,0,42,0,0,1,0,0,0,0,0,1,1
806,1,0,0,1,1,0,0,0,1,0,58,0,1,0,0,0,0,0,0,0,1
807,1,1,0,1,0,1,0,1,0,1,65,0,1,0,0,0,1,0,0,0,0
808,1,0,1,0,0,0,1,0,1,0,26,1,0,1,0,0,0,0,0,0,1
809,1,0,0,1,1,0,1,0,0,0,32,1,1,0,0,0,0,1,0,0,1
810,1,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,1
811,1,1,0,1,0,1,0,1,0,1,33,1,1,0,0,0,0,1,0,1,0
812,1,0,0,0,0,0,1,0,0,1,51,0,0,0,0,0,0,1,1,0,0
813,1,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,0,1,0,1
814,1,0,1,1,1,0,1,0,0,1,54,1,0,1,0,0,0,1,1,0,1
815,1,1,0,1,0,1,0,1,0,1,51,0,0,0,1,0,1,0,0,0,0
816,1,0,0,1,0,1,0,0,0,1,34,1,1,0,0,0,0,0,1,0,1
817,0,0,0,0,0,0,1,0,1,0,28,0,1,0,0,0,0,0,0,0,1
818,1,1,0,1,0,1,0,0,0,1,67,0,1,0,0,0,0,0,0,1,1
819,1,0,1,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,1,0
820,1,0,1,1,1,0,1,0,1,0,26,1,0,1,0,0,1,0,0,0,1
821,1,0,0,0,0,0,0,0,1,0,40,0,0,0,1,0,0,0,0,0,1
822,1,0,1,0,0,0,1,0,0,1,39,0,1,0,0,0,0,0,0,0,0
823,1,0,1,0,0,0,1,0,1,0,28,1,0,0,0,0,0,0,0,1,1
824,0,0,0,1,1,0,1,0,0,0,51,0,1,0,0,0,1,0,0,0,0
825,1,0,1,1,1,0,0,0,1,0,45,0,1,0,0,0,1,0,1,0,1
826,1,0,1,1,1,0,1,0,1,0,56,0,1,0,0,0,1,0,0,0,1
827,1,0,1,1,1,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,1
828,1,0,1,1,1,0,1,0,0,0,63,1,0,1,0,0,0,1,1,0,0
829,1,0,0,1,0,1,0,1,0,1,59,1,1,0,0,0,0,1,0,0,0
830,1,0,0,1,1,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0
831,0,0,0,1,1,0,1,0,0,0,52,1,0,1,0,0,0,0,1,0,1
832,1,0,1,1,1,0,0,0,0,0,63,0,1,0,0,0,1,0,0,0,0
833,1,0,1,1,1,0,1,0,0,1,39,0,0,1,0,0,1,1,1,1,1
834,1,0,1,1,1,0,1,0,1,0,62,1,1,0,0,0,0,1,0,0,1
835,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,0,1
836,0,0,0,0,0,0,0,0,0,0,59,1,1,0,0,0,0,1,0,0,0
837,1,0,1,1,1,0,0,0,0,0,55,0,0,1,0,0,1,0,0,0,1
838,0,0,0,0,0,0,1,0,0,0,54,1,1,0,0,0,0,0,0,0,0
839,0,0,0,1,0,1,0,1,0,1,30,0,1,0,0,0,1,0,0,0,0
840,1,0,1,1,1,0,1,0,0,0,76,1,1,0,0,0,0,1,0,0,0
841,1,1,0,1,1,0,0,1,0,1,65,0,1,0,0,0,0,0,0,0,1
842,1,0,1,0,0,0,0,0,1,0,18,1,1,0,0,0,0,0,0,0,0
843,1,0,1,1,1,0,1,0,1,0,31,0,0,0,0,0,0,0,0,0,1
844,1,1,0,1,1,0,0,0,0,0,32,1,1,0,0,0,0,0,1,0,0
845,1,1,0,1,1,0,0,0,0,0,52,0,1,0,0,0,1,0,0,0,0
846,1,0,0,0,0,0,1,0,1,0,27,0,1,0,0,0,0,0,0,0,0
847,1,0,1,1,1,0,1,0,1,0,42,1,1,0,0,0,0,0,0,0,1
848,0,0,0,1,1,0,1,0,1,0,38,0,0,0,1,0,0,0,1,0,1
849,1,1,0,1,0,1,0,1,0,1,70,0,1,0,0,0,0,0,0,0,1
850,1,0,0,1,0,1,0,1,0,1,40,0,1,0,0,0,0,1,1,0,0
851,1,0,1,1,1,0,1,0,0,0,60,1,1,0,0,0,0,0,0,1,0
852,0,0,0,1,1,0,0,0,0,0,50,0,1,0,0,0,0,0,1,0,1
853,0,0,0,1,1,0,1,0,0,1,32,0,0,0,1,0,0,0,0,0,0
854,1,0,1,1,1,0,0,0,0,0,60,1,1,0,0,0,0,0,0,0,1
855,1,0,1,1,1,0,1,0,1,0,29,0,0,0,0,0,0,0,0,0,0
856,1,0,0,0,0,0,0,0,0,1,18,1,1,0,0,0,0,1,0,0,0
857,1,1,0,1,1,0,1,0,0,0,61,1,1,0,0,0,0,1,0,1,1
858,0,0,0,0,0,0,1,0,1,0,24,1,0,1,0,0,0,0,0,0,1
859,1,1,0,0,0,0,0,1,0,1,38,1,1,0,0,0,1,0,0,1,1
860,0,0,0,0,0,0,0,0,0,1,31,1,0,1,0,0,0,1,1,0,1
861,1,0,0,1,1,0,1,0,1,0,39,0,1,0,0,0,1,1,1,0,1
862,0,0,0,1,1,0,1,0,1,0,36,0,1,0,0,0,0,1,0,0,1
863,1,0,1,1,0,1,1,0,0,1,61,0,1,0,0,0,0,0,0,1,1
864,1,1,0,1,0,1,0,1,0,1,50,1,1,0,0,0,0,0,1,0,0
865,0,0,0,1,1,0,1,0,1,0,20,0,0,1,0,0,1,1,1,0,1
866,0,0,0,1,0,0,0,0,0,0,63,0,1,0,0,0,0,1,0,0,1
867,1,0,0,1,1,0,1,0,0,0,42,1,0,1,0,0,0,0,1,0,1
868,1,0,1,1,1,0,1,0,0,0,82,1,0,1,0,0,0,0,1,0,1
869,0,0,0,1,1,0,0,0,0,1,26,0,1,0,0,0,1,1,1,0,0
870,1,1,0,1,0,1,0,1,0,1,74,1,1,0,0,0,0,1,0,0,0
871,0,0,0,0,0,0,0,1,0,0,18,0,0,1,0,0,0,1,1,0,0
872,1,0,1,1,1,0,1,0,0,1,31,1,0,1,0,0,0,0,0,1,0
873,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,1,0,0
874,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,1,0,0,0
875,1,0,1,0,0,0,0,0,0,0,59,0,0,0,0,1,0,0,1,1,0
876,1,0,1,0,0,0,0,0,1,0,48,0,0,0,0,1,1,1,0,1,1
877,1,0,0,1,1,0,0,1,1,0,80,0,1,0,0,0,1,0,0,1,0
878,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,1
879,1,0,0,1,1,0,1,0,1,0,40,1,1,0,0,0,1,0,0,0,0
880,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0
881,0,0,0,1,1,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,1
882,1,0,0,0,0,0,1,0,1,0,23,0,0,1,0,0,0,0,0,0,1
883,1,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,1,0,0
884,1,1,0,1,0,1,0,0,0,1,58,1,1,0,0,0,0,1,1,0,1
885,1,0,1,1,1,0,1,0,1,0,62,1,1,0,0,0,1,0,0,0,1
886,0,0,0,1,0,0,0,0,0,0,43,1,1,0,0,0,0,0,1,0,0
887,1,0,0,1,1,0,1,0,1,0,37,1,0,1,0,0,0,0,0,0,0
888,0,0,0,0,0,0,1,0,1,0,19,0,0,1,0,0,0,1,1,0,0
889,0,0,0,0,0,0,1,0,1,0,32,1,0,0,1,0,0,0,1,0,0
890,1,0,1,1,1,0,1,0,0,1,55,1,0,1,0,0,0,0,0,0,1
891,1,0,1,1,1,0,1,0,0,0,49,0,1,0,0,0,0,0,0,0,1
892,1,0,1,1,1,0,1,0,1,0,60,0,1,0,0,0,0,0,1,0,1
893,0,0,0,1,1,0,1,0,1,0,24,1,0,1,0,0,0,0,0,1,0
894,1,0,1,1,1,0,0,0,1,0,40,1,0,1,0,0,0,0,0,0,1
895,0,0,0,1,0,1,0,0,0,1,35,0,1,0,0,0,0,0,0,0,0
896,1,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0,1
897,1,1,0,1,0,1,0,1,0,0,70,1,1,0,0,0,0,1,1,1,0
898,1,0,1,0,0,0,1,0,0,1,49,1,0,1,0,0,0,1,1,0,0
899,1,1,0,1,0,1,0,1,0,1,71,1,1,0,0,0,0,0,0,0,1
900,0,0,0,0,0,0,0,0,1,0,28,1,0,0,1,0,0,0,0,0,0
901,1,1,0,1,0,1,0,0,1,0,61,0,1,0,0,0,0,0,1,0,0
902,1,1,0,1,0,1,0,1,0,1,39,0,1,0,0,0,0,1,0,0,0
903,0,0,0,0,0,0,1,0,0,0,36,0,1,0,0,0,0,0,1,1,0
904,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,1,0,0
905,0,0,0,1,1,0,0,0,0,0,42,1,0,1,0,0,0,0,0,0,1
906,1,1,0,0,0,0,0,0,0,1,42,1,1,0,0,0,0,0,0,0,0
907,0,0,0,1,1,0,1,0,1,0,21,0,0,0,1,0,0,0,0,0,0
908,1,1,0,1,0,1,0,1,0,1,61,1,1,0,0,0,0,0,0,0,1
909,1,0,0,0,0,0,1,0,0,0,21,1,0,0,1,0,0,0,1,0,1
910,0,0,0,1,1,0,1,0,0,0,62,1,0,0,1,0,0,1,0,0,1
911,0,0,0,1,1,0,1,0,0,1,51,1,0,1,0,0,0,1,1,0,1
912,0,0,0,1,1,0,0,0,1,0,69,1,1,0,0,0,1,0,1,0,1
913,1,1,0,1,0,1,0,1,0,1,72,0,1,0,0,0,0,1,0,0,0
914,1,0,1,1,1,0,0,0,0,1,68,1,0,1,0,0,0,1,0,0,0
915,1,0,1,1,1,0,1,0,1,0,30,0,1,0,0,0,0,1,0,0,0
916,1,0,1,1,1,0,1,0,1,0,27,1,1,0,0,0,0,0,1,0,0
917,0,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,0,1,0,1
918,1,0,0,0,0,0,0,0,1,0,28,0,0,0,1,0,0,0,0,1,0
919,1,0,0,1,1,0,1,0,0,0,46,0,0,0,1,0,0,0,0,0,1
920,0,0,0,1,0,1,0,1,0,1,60,0,1,0,0,0,1,0,1,0,0
921,0,0,0,1,1,0,1,0,0,0,48,1,0,0,1,0,0,1,0,0,0
922,1,0,1,1,0,1,0,0,0,1,61,1,1,0,0,0,0,1,1,0,0
923,0,0,0,1,1,0,1,0,0,0,29,1,0,0,1,0,0,1,0,0,1
924,1,0,1,1,1,0,1,0,0,0,68,1,1,0,0,0,0,1,0,0,1
925,0,0,0,0,0,0,0,0,0,1,53,0,0,1,0,0,0,1,1,0,0
926,1,1,0,0,0,0,0,1,0,1,54,0,1,0,0,0,0,0,0,0,1
927,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,1,0
929,1,1,0,1,0,1,0,1,0,1,60,1,1,0,0,0,1,0,1,0,1
930,0,0,0,0,0,0,1,0,1,0,19,1,1,0,0,0,0,0,0,0,1
931,0,0,0,0,0,0,0,1,0,1,72,1,1,0,0,0,0,1,0,0,0
932,1,1,0,1,0,1,0,0,0,1,44,1,1,0,0,0,0,1,0,0,0
933,1,0,0,1,1,0,1,0,1,0,23,0,1,0,0,0,0,0,1,0,1
934,1,1,0,1,0,1,0,0,0,1,61,0,1,0,0,0,1,0,1,0,0
935,0,0,0,1,0,1,0,1,0,1,73,0,1,0,0,0,0,1,1,0,1
936,1,0,1,1,1,0,1,0,0,0,40,1,0,0,0,0,0,0,1,0,0
937,1,0,0,1,0,1,0,1,0,1,46,1,1,0,0,0,0,0,0,0,0
